user_id,date,app_name,category,screen_time_min,launches,interactions,is_productive,youtube_views,youtube_likes,youtube_comments,extra_col_11,extra_col_12,extra_col_13,extra_col_14,extra_col_15,extra_col_16,extra_col_17,extra_col_18,extra_col_19,extra_col_20,extra_col_21,extra_col_22,extra_col_23
1000,2024-01-22 05:46:11.723907969,Snapchat,Social,25.42,6,5,False,,,,49.33,41.03,53.04,35.75,67.53,54.14,50.31,45.24,52.58,48.91,57.6,55.66,36.45
1051,2024-01-22 06:29:53.397799266,YouTube,Entertainment,3.3,5,5,False,470547.0,43277.0,3116.0,45.51,58.71,50.42,49.07,38.59,63.35,34.15,53.95,48.87,50.57,51.16,45.11,53.92
1076,2024-01-22 07:13:35.071690563,Camera,Utilities,45.77,4,6,False,,,,60.39,51.31,49.74,53.96,44.68,37.61,52.95,51.06,40.12,53.12,58.21,41.02,54.92
1064,2024-01-22 07:57:16.745581860,Twitch,Entertainment,64.76,2,8,False,,,,59.99,51.55,54.84,40.93,27.81,57.23,47.11,60.37,36.01,62.53,49.7,41.14,61.58
1023,2024-01-22 08:40:58.419473157,Spotify,Entertainment,10.93,1,10,False,,,,64.09,49.5,48.65,43.04,47.12,42.71,54.93,34.01,48.6,39.18,41.31,61.89,48.78
1051,2024-01-22 09:24:40.093364455,Chrome,Utilities,21.32,4,6,False,,,,55.23,52.94,44.22,41.69,39.07,41.39,50.4,70.92,53.66,39.12,64.34,51.81,29.4
1057,2024-01-22 10:08:21.767255752,Weather,Utilities,40.46,4,6,False,,,,51.23,63.27,49.07,48.71,49.12,75.69,39.03,49.77,47.16,39.39,43.43,48.99,45.15
1024,2024-01-22 10:52:03.441147049,Chrome,Utilities,114.29,4,3,False,,,,50.53,78.06,35.5,47.69,51.8,62.01,47.56,54.1,34.61,46.18,46.95,52.68,55.34
1069,2024-01-22 11:35:45.115038346,Weather,Utilities,23.31,5,4,False,,,,48.19,49.64,46.08,45.0,44.77,24.89,65.05,75.86,52.35,38.5,58.86,54.44,25.94
1060,2024-01-22 12:19:26.788929643,Gmail,Utilities,9.35,2,7,False,,,,39.19,43.24,40.24,42.36,37.27,42.36,50.09,53.95,51.13,41.26,67.2,48.41,57.37
1045,2024-01-22 13:03:08.462820940,Twitter,Social,7.1,4,6,False,,,,36.22,50.53,40.38,53.89,50.9,49.86,56.25,52.7,50.61,71.02,52.27,41.77,40.68
1022,2024-01-22 13:46:50.136712237,Notion,Productivity,16.28,2,4,True,,,,48.89,42.03,42.65,35.64,60.82,27.08,46.69,44.91,34.84,54.89,54.86,54.99,65.44
1076,2024-01-22 14:30:31.810603534,Snapchat,Social,58.64,2,5,False,,,,66.48,28.02,35.49,52.23,41.07,42.01,56.31,47.44,40.6,55.82,41.9,67.38,50.58
1041,2024-01-22 15:14:13.484494831,Netflix,Entertainment,27.84,0,4,False,,,,44.24,51.21,61.69,50.92,56.72,71.8,55.41,48.15,51.92,47.96,44.68,36.22,62.82
1026,2024-01-22 15:57:55.158386128,Weather,Utilities,39.6,1,4,False,,,,17.9,38.24,50.55,45.66,26.61,33.16,56.01,68.3,25.51,49.42,46.78,45.95,60.19
1090,2024-01-22 16:41:36.832277425,Chrome,Utilities,20.57,1,5,False,,,,57.28,57.17,55.6,54.99,51.89,58.72,72.43,42.24,52.7,66.14,52.35,65.11,37.0
1010,2024-01-22 17:25:18.506168723,Notion,Productivity,18.58,1,10,True,,,,56.05,42.35,48.03,56.69,39.29,31.55,56.46,41.92,57.85,68.24,69.57,30.83,67.55
1043,2024-01-22 18:09:00.180060020,Snapchat,Social,7.61,5,2,False,,,,45.88,51.84,34.76,46.85,51.64,49.49,46.52,48.35,39.09,44.78,64.29,54.2,57.08
1015,2024-01-22 18:52:41.853951317,Spotify,Entertainment,42.98,1,4,False,,,,57.82,40.24,67.29,33.58,46.96,38.27,47.19,54.59,61.15,51.21,40.52,70.36,61.29
1043,2024-01-22 19:36:23.527842614,Spotify,Entertainment,35.28,3,1,False,,,,47.25,54.93,74.69,53.58,60.47,56.01,58.46,50.86,57.47,31.99,61.16,60.96,42.81
1023,2024-01-22 20:20:05.201733911,Chrome,Utilities,27.01,1,3,False,,,,38.52,45.92,71.59,64.28,50.59,40.31,51.6,60.63,56.34,58.9,58.12,57.41,49.61
1058,2024-01-22 21:03:46.875625208,Twitter,Social,38.85,0,3,False,,,,55.0,53.9,45.87,62.0,64.1,62.78,51.53,48.05,43.61,57.6,47.57,40.13,51.96
1094,2024-01-22 21:47:28.549516505,Snapchat,Social,24.61,3,9,False,,,,50.29,46.4,34.96,40.79,39.14,54.64,42.46,53.56,38.36,55.75,53.91,49.49,63.55
1097,2024-01-22 22:31:10.223407802,TikTok,Entertainment,61.58,3,8,False,,,,63.64,60.84,26.03,64.22,62.7,37.2,42.92,57.55,40.91,37.58,52.25,47.87,46.37
1010,2024-01-22 23:14:51.897299099,Camera,Utilities,91.26,3,6,False,,,,46.9,49.91,43.11,61.83,45.97,35.48,66.9,54.1,50.89,48.0,58.28,46.66,38.13
1072,2024-01-22 23:58:33.571190396,Instagram,Social,21.2,1,5,False,,,,52.67,38.34,42.48,45.84,66.78,53.72,46.67,54.89,62.04,48.11,45.2,52.57,49.74
1046,2024-01-23 00:42:15.245081694,Gmail,Utilities,19.24,2,3,False,,,,53.21,53.69,62.31,41.6,56.85,61.6,67.0,33.12,57.83,49.59,44.27,45.43,60.01
1090,2024-01-23 01:25:56.918972991,Instagram,Social,32.64,1,3,False,,,,39.7,49.28,53.73,50.61,32.82,45.62,51.74,44.82,45.36,66.24,50.79,52.68,34.34
1037,2024-01-23 02:09:38.592864288,Gmail,Utilities,22.8,3,3,False,,,,48.72,52.94,42.53,49.29,53.08,40.46,48.63,68.49,47.64,48.71,62.81,57.53,74.17
1003,2024-01-23 02:53:20.266755585,Facebook,Social,4.72,4,5,False,,,,60.52,45.33,54.16,47.03,36.79,51.69,56.06,44.22,51.91,54.9,41.53,46.59,42.12
1072,2024-01-23 03:37:01.940646882,Twitch,Entertainment,24.13,1,6,False,,,,36.01,55.35,46.27,43.98,62.57,51.09,44.49,53.36,51.63,37.76,46.41,47.35,59.22
1066,2024-01-23 04:20:43.614538179,Twitch,Entertainment,1.51,1,3,False,,,,47.45,28.52,56.18,65.6,42.55,52.09,67.52,59.78,51.84,53.08,51.55,51.88,52.03
1056,2024-01-23 05:04:25.288429476,Snapchat,Social,3.83,4,8,False,,,,51.56,36.36,46.99,42.92,27.69,39.73,34.01,37.63,59.08,54.61,37.32,50.36,55.74
1097,2024-01-23 05:48:06.962320773,Slack,Productivity,14.96,2,5,True,,,,58.77,54.23,49.55,61.74,30.82,62.17,64.62,33.65,42.55,55.41,58.14,60.91,52.56
1053,2024-01-23 06:31:48.636212070,Slack,Productivity,0.41,0,5,True,,,,40.63,55.28,59.31,57.02,52.28,65.86,47.98,46.8,40.48,50.24,48.58,41.35,58.58
1028,2024-01-23 07:15:30.310103367,Google Docs,Productivity,16.31,0,4,True,,,,53.24,48.92,34.27,38.19,47.48,32.9,36.5,47.35,52.97,42.76,36.04,45.02,45.45
1030,2024-01-23 07:59:11.983994665,Microsoft Teams,Productivity,2.8,4,1,True,,,,45.75,33.07,41.01,50.71,58.19,64.96,30.69,51.78,48.3,44.29,53.9,46.94,38.84
1031,2024-01-23 08:42:53.657885962,WhatsApp,Social,7.37,4,5,False,,,,60.32,55.49,64.55,51.66,45.09,57.87,36.06,52.15,46.79,55.62,29.45,46.58,41.51
1024,2024-01-23 09:26:35.331777259,WhatsApp,Social,2.35,5,9,False,,,,58.1,47.9,56.18,50.42,57.64,33.41,66.22,40.5,42.87,36.84,49.22,58.4,55.01
1061,2024-01-23 10:10:17.005668556,Spotify,Entertainment,14.88,2,3,False,,,,40.44,42.05,54.44,45.12,64.1,41.98,52.8,47.9,42.71,61.38,64.09,40.3,58.36
1002,2024-01-23 10:53:58.679559853,Microsoft Teams,Productivity,115.65,3,7,True,,,,54.11,39.72,56.4,40.36,52.27,63.62,30.5,54.28,44.27,49.11,47.74,50.72,46.19
1033,2024-01-23 11:37:40.353451150,Google Docs,Productivity,15.13,3,5,True,,,,51.03,58.49,54.21,57.61,52.6,48.69,35.1,43.02,60.31,64.83,52.6,67.64,44.57
1016,2024-01-23 12:21:22.027342447,TikTok,Entertainment,11.71,2,7,False,,,,63.23,50.17,45.11,43.54,49.63,69.95,47.97,58.85,59.64,54.28,50.9,54.44,53.28
1060,2024-01-23 13:05:03.701233744,Netflix,Entertainment,4.77,1,3,False,,,,61.33,49.28,39.01,35.65,50.53,56.64,58.24,64.97,57.03,50.24,44.9,40.37,43.48
1016,2024-01-23 13:48:45.375125041,Microsoft Teams,Productivity,22.6,1,5,True,,,,37.46,35.12,52.12,47.86,57.99,40.45,46.74,66.49,46.87,48.64,52.42,47.75,60.22
1035,2024-01-23 14:32:27.049016338,Snapchat,Social,11.2,2,6,False,,,,44.41,50.85,60.86,46.81,42.34,47.18,66.69,57.01,51.43,55.5,47.3,59.78,37.6
1012,2024-01-23 15:16:08.722907636,Gmail,Utilities,3.94,1,6,False,,,,52.31,41.6,53.64,54.06,59.08,54.46,48.36,63.41,50.98,43.04,37.19,52.85,61.92
1029,2024-01-23 15:59:50.396798933,Notion,Productivity,22.47,1,7,True,,,,49.36,48.84,38.91,36.95,52.56,40.84,54.35,36.29,45.13,44.85,47.86,55.72,57.25
1054,2024-01-23 16:43:32.070690230,Twitter,Social,0.26,5,4,False,,,,46.59,54.4,50.92,56.41,48.31,49.41,35.18,71.22,68.25,54.18,62.36,59.48,47.46
1079,2024-01-23 17:27:13.744581527,Camera,Utilities,38.96,0,4,False,,,,49.0,54.18,57.94,53.34,48.44,57.93,35.43,69.17,48.46,61.47,49.94,47.31,44.13
1004,2024-01-23 18:10:55.418472824,Evernote,Productivity,1.24,1,1,True,,,,52.63,44.31,54.08,53.62,41.08,41.87,44.02,38.71,50.66,63.42,44.95,33.25,41.35
1072,2024-01-23 18:54:37.092364121,TikTok,Entertainment,61.2,1,8,False,,,,64.32,45.62,38.09,36.56,48.86,42.75,49.89,56.05,59.43,52.05,25.91,44.1,60.47
1062,2024-01-23 19:38:18.766255418,Weather,Utilities,1.62,5,3,False,,,,35.26,44.14,46.96,35.39,56.83,63.4,45.52,50.37,72.71,50.86,48.62,39.54,27.0
1067,2024-01-23 20:22:00.440146715,Google Docs,Productivity,27.22,6,6,True,,,,32.45,53.11,46.79,47.62,48.42,60.27,26.05,55.25,45.85,39.09,58.03,45.9,64.03
1065,2024-01-23 21:05:42.114038012,Google Docs,Productivity,55.7,2,3,True,,,,47.78,40.51,70.02,36.48,39.95,51.03,54.69,36.24,25.54,59.57,51.64,36.62,37.87
1089,2024-01-23 21:49:23.787929309,Chrome,Utilities,9.06,5,8,False,,,,47.56,56.19,44.98,38.9,51.33,55.32,49.15,48.88,51.23,39.78,61.35,56.37,64.62
1026,2024-01-23 22:33:05.461820607,WhatsApp,Social,80.92,3,6,False,,,,58.94,53.09,39.84,61.98,49.66,59.78,49.67,59.18,48.84,61.86,39.85,43.59,39.5
1011,2024-01-23 23:16:47.135711904,WhatsApp,Social,9.18,2,6,False,,,,42.86,50.58,51.32,38.86,70.42,42.43,46.42,55.33,50.7,59.96,56.46,41.15,41.23
1018,2024-01-24 00:00:28.809603201,Gmail,Utilities,36.76,2,2,False,,,,63.0,57.95,60.56,39.55,34.03,41.29,33.81,61.35,51.87,44.15,50.2,50.78,64.11
1086,2024-01-24 00:44:10.483494498,Gmail,Utilities,6.87,1,4,False,,,,54.08,36.27,34.55,50.32,46.25,50.71,52.19,27.52,39.2,45.43,53.2,63.87,42.52
1086,2024-01-24 01:27:52.157385795,Evernote,Productivity,5.1,2,7,True,,,,40.62,48.77,34.23,61.12,46.87,62.51,46.14,38.33,48.91,49.71,54.32,52.55,39.19
1028,2024-01-24 02:11:33.831277092,Weather,Utilities,48.27,2,6,False,,,,47.75,59.49,58.86,48.0,44.16,51.56,40.37,56.2,49.47,34.62,51.01,50.83,56.27
1083,2024-01-24 02:55:15.505168389,Weather,Utilities,10.87,2,7,False,,,,41.44,58.09,38.59,57.65,52.42,50.05,77.69,46.22,46.95,51.02,63.57,56.2,27.72
1033,2024-01-24 03:38:57.179059686,Slack,Productivity,23.73,2,10,True,,,,56.34,56.36,52.11,59.83,33.53,58.29,52.39,47.77,45.73,49.23,51.24,46.51,44.33
1014,2024-01-24 04:22:38.852950983,Microsoft Teams,Productivity,2.79,2,6,True,,,,38.29,59.76,72.52,48.12,55.41,44.61,39.17,57.53,74.28,45.22,51.73,46.24,40.81
1049,2024-01-24 05:06:20.526842280,Instagram,Social,7.42,0,4,False,,,,43.98,38.32,48.81,53.12,41.36,57.96,43.59,54.8,37.87,55.72,55.09,18.5,41.83
1083,2024-01-24 05:50:02.200733578,Spotify,Entertainment,45.19,1,5,False,,,,34.86,29.4,63.28,60.17,68.98,58.6,52.11,56.1,52.17,52.09,67.35,53.59,64.84
1073,2024-01-24 06:33:43.874624875,Facebook,Social,51.83,2,5,False,,,,32.73,38.02,54.3,48.69,50.33,60.49,32.57,40.68,51.87,53.47,50.3,57.69,60.66
1031,2024-01-24 07:17:25.548516172,Instagram,Social,0.34,2,7,False,,,,27.77,37.59,50.97,52.42,43.65,49.88,45.68,33.67,44.59,54.48,52.07,50.05,72.95
1058,2024-01-24 08:01:07.222407469,Camera,Utilities,62.32,4,7,False,,,,33.99,61.44,47.23,46.36,53.04,45.46,49.65,47.34,41.81,58.79,62.37,56.8,35.84
1050,2024-01-24 08:44:48.896298766,Gmail,Utilities,26.22,1,8,False,,,,49.33,50.18,49.13,50.84,31.14,48.02,51.19,61.57,49.41,50.56,41.43,24.46,44.51
1023,2024-01-24 09:28:30.570190063,Netflix,Entertainment,2.3,1,11,False,,,,56.57,56.46,36.47,57.88,36.55,34.17,43.95,47.54,61.92,46.64,57.03,47.15,43.1
1075,2024-01-24 10:12:12.244081360,Facebook,Social,4.23,2,4,False,,,,53.86,60.49,48.39,54.67,50.44,62.61,35.52,45.93,47.8,54.66,55.24,58.42,67.53
1031,2024-01-24 10:55:53.917972657,Twitch,Entertainment,36.17,3,7,False,,,,54.56,57.27,54.79,59.25,40.86,43.88,49.14,52.69,45.43,54.43,68.18,69.82,55.38
1003,2024-01-24 11:39:35.591863954,Instagram,Social,25.3,2,7,False,,,,60.24,51.65,58.48,42.68,47.61,53.59,55.11,52.51,54.93,42.84,48.93,49.48,45.7
1032,2024-01-24 12:23:17.265755251,Microsoft Teams,Productivity,19.14,1,5,True,,,,61.35,66.52,38.63,47.23,55.65,40.82,60.63,47.8,40.48,60.55,73.67,46.94,34.41
1013,2024-01-24 13:06:58.939646549,Google Docs,Productivity,21.77,1,1,True,,,,52.79,45.41,26.25,44.18,59.49,61.13,51.11,34.24,43.15,55.02,48.32,62.96,53.5
1082,2024-01-24 13:50:40.613537846,Notion,Productivity,30.8,5,5,True,,,,40.04,53.51,48.01,49.53,41.36,53.17,56.95,61.62,58.64,46.09,58.72,52.84,36.84
1067,2024-01-24 14:34:22.287429143,Netflix,Entertainment,12.88,3,4,False,,,,37.4,32.7,44.49,55.19,46.28,51.89,52.99,42.21,43.2,46.83,51.65,53.57,54.32
1086,2024-01-24 15:18:03.961320440,Camera,Utilities,3.06,4,8,False,,,,32.77,48.5,42.56,43.4,46.97,49.34,52.11,57.35,62.92,39.85,50.28,54.66,51.05
1053,2024-01-24 16:01:45.635211737,Instagram,Social,74.35,1,2,False,,,,38.3,33.51,52.07,35.67,40.37,45.32,31.07,53.81,48.34,48.61,70.48,57.99,47.78
1041,2024-01-24 16:45:27.309103034,Weather,Utilities,1.04,2,2,False,,,,43.22,32.48,35.06,50.31,58.21,57.82,40.43,45.01,45.39,62.37,50.19,27.31,48.74
1093,2024-01-24 17:29:08.982994331,Microsoft Teams,Productivity,12.68,1,1,True,,,,57.64,67.92,48.72,61.85,53.8,50.61,50.45,40.57,46.05,41.96,57.18,54.02,32.45
1099,2024-01-24 18:12:50.656885628,Google Docs,Productivity,42.55,3,5,True,,,,49.04,59.37,53.98,31.58,51.84,38.3,41.44,30.38,60.18,55.01,41.02,60.43,44.76
1033,2024-01-24 18:56:32.330776925,Facebook,Social,36.11,2,3,False,,,,43.79,56.25,28.93,58.43,37.44,46.09,54.73,59.35,54.32,51.98,32.51,51.93,56.43
1089,2024-01-24 19:40:14.004668222,YouTube,Entertainment,43.21,2,4,False,244339.0,21140.0,3167.0,31.32,46.8,48.42,43.39,36.03,53.81,45.35,55.12,41.99,47.02,44.99,43.87,59.7
1064,2024-01-24 20:23:55.678559520,Twitter,Social,15.6,4,3,False,,,,51.57,54.85,11.73,45.83,56.28,51.87,44.56,39.37,57.93,44.89,58.13,37.8,50.68
1096,2024-01-24 21:07:37.352450817,Chrome,Utilities,14.67,2,6,False,,,,49.03,19.78,72.48,39.46,49.05,38.67,49.3,54.01,57.54,40.01,30.33,50.68,62.34
1048,2024-01-24 21:51:19.026342114,Evernote,Productivity,37.08,3,5,True,,,,54.28,33.63,52.14,46.88,49.85,47.9,44.64,39.3,42.04,41.92,60.82,70.23,48.64
1075,2024-01-24 22:35:00.700233411,Twitter,Social,14.61,2,4,False,,,,38.89,50.33,53.62,45.97,53.0,62.65,39.21,49.77,48.15,61.04,36.18,62.3,57.13
1017,2024-01-24 23:18:42.374124708,Weather,Utilities,73.35,2,3,False,,,,49.9,37.35,47.79,74.79,55.13,42.05,59.81,54.33,65.27,48.96,62.21,48.67,57.83
1071,2024-01-25 00:02:24.048016005,Twitter,Social,4.87,3,5,False,,,,55.81,34.76,58.37,61.59,36.18,58.81,36.97,39.98,45.95,39.7,75.12,37.24,51.82
1085,2024-01-25 00:46:05.721907302,Chrome,Utilities,48.78,4,5,False,,,,40.51,33.76,47.34,52.56,52.87,52.85,56.06,68.4,49.52,42.61,34.18,49.94,51.95
1016,2024-01-25 01:29:47.395798599,Notion,Productivity,182.79,0,6,True,,,,49.32,39.99,66.37,38.54,55.54,60.52,62.29,51.58,42.97,59.11,55.76,48.53,57.63
1037,2024-01-25 02:13:29.069689896,TikTok,Entertainment,28.14,2,2,False,,,,44.57,63.51,49.75,45.55,63.66,46.06,51.25,49.68,61.21,45.35,60.74,47.91,50.05
1056,2024-01-25 02:57:10.743581193,Facebook,Social,12.55,3,2,False,,,,57.65,56.91,48.18,45.53,63.29,47.55,50.41,52.53,59.88,52.0,56.78,50.22,51.5
1023,2024-01-25 03:40:52.417472491,Evernote,Productivity,59.19,1,6,True,,,,32.13,53.04,52.14,69.38,45.65,46.51,37.34,66.48,45.83,53.46,64.47,65.75,48.0
1075,2024-01-25 04:24:34.091363788,Google Docs,Productivity,56.95,2,1,True,,,,53.19,49.84,53.42,51.63,39.34,48.31,54.45,33.04,52.85,51.32,49.01,43.35,46.39
1064,2024-01-25 05:08:15.765255085,Microsoft Teams,Productivity,15.12,1,5,True,,,,39.06,39.08,39.13,38.8,54.49,38.78,57.44,43.85,61.71,39.63,50.09,57.41,60.64
1048,2024-01-25 05:51:57.439146382,Netflix,Entertainment,52.76,1,4,False,,,,50.81,41.57,63.81,52.33,64.3,57.61,32.05,50.19,31.61,58.2,44.86,51.61,46.77
1053,2024-01-25 06:35:39.113037679,Evernote,Productivity,0.7,2,3,True,,,,41.01,48.11,52.64,56.8,40.97,44.14,44.11,35.17,41.5,58.35,40.4,40.84,40.52
1006,2024-01-25 07:19:20.786928976,Microsoft Teams,Productivity,22.4,0,3,True,,,,57.93,41.77,24.22,58.5,37.16,63.63,53.08,51.48,60.54,54.84,64.53,52.4,52.82
1011,2024-01-25 08:03:02.460820273,Netflix,Entertainment,47.85,3,3,False,,,,51.05,56.57,61.01,57.08,47.29,61.29,32.19,42.2,49.58,53.08,52.36,44.87,65.26
1039,2024-01-25 08:46:44.134711570,TikTok,Entertainment,48.36,0,4,False,,,,38.38,40.87,24.28,43.45,35.11,57.08,59.73,69.83,46.71,51.25,46.92,46.63,58.13
1009,2024-01-25 09:30:25.808602867,Slack,Productivity,2.5,0,6,True,,,,52.75,59.78,49.16,34.95,45.76,58.12,46.36,51.07,52.98,42.2,43.24,42.84,57.35
1064,2024-01-25 10:14:07.482494164,Google Maps,Utilities,101.2,0,5,False,,,,64.57,51.73,42.07,54.14,43.9,53.54,46.68,63.67,43.36,79.04,37.6,45.11,46.24
1044,2024-01-25 10:57:49.156385462,Google Maps,Utilities,76.96,2,5,False,,,,37.77,47.73,47.47,28.08,50.98,50.1,62.12,52.8,43.86,60.92,39.81,52.18,63.25
1084,2024-01-25 11:41:30.830276759,Notion,Productivity,0.19,1,2,True,,,,48.33,60.19,53.53,59.26,52.14,56.28,52.1,39.65,49.19,47.98,60.2,50.97,55.31
1076,2024-01-25 12:25:12.504168056,Facebook,Social,59.22,2,6,False,,,,53.82,45.23,48.28,52.05,40.57,54.39,68.23,45.17,39.12,44.62,57.86,54.01,55.84
1081,2024-01-25 13:08:54.178059353,Twitch,Entertainment,10.32,4,7,False,,,,52.63,43.93,40.3,46.49,55.21,58.41,51.83,50.4,46.72,54.33,69.54,66.06,43.99
1007,2024-01-25 13:52:35.851950650,Spotify,Entertainment,140.73,1,3,False,,,,48.93,49.63,48.85,52.86,66.12,68.53,32.79,49.5,57.77,37.29,35.14,52.87,41.83
1021,2024-01-25 14:36:17.525841947,Twitter,Social,9.0,2,2,False,,,,61.71,46.68,52.65,46.3,52.15,48.07,67.09,61.18,31.31,49.96,54.68,54.91,62.08
1008,2024-01-25 15:19:59.199733244,Evernote,Productivity,20.47,3,6,True,,,,53.0,49.13,40.14,44.39,65.93,48.67,46.37,50.65,57.53,51.86,58.08,51.09,46.09
1043,2024-01-25 16:03:40.873624541,Netflix,Entertainment,0.42,0,6,False,,,,53.08,35.42,37.1,52.68,47.55,47.33,56.69,48.27,47.71,62.08,36.71,38.97,28.93
1012,2024-01-25 16:47:22.547515838,Slack,Productivity,1.45,5,6,True,,,,63.69,42.9,67.81,43.2,50.19,52.46,51.86,36.82,62.02,64.33,67.65,58.51,33.92
1021,2024-01-25 17:31:04.221407135,Camera,Utilities,112.81,1,3,False,,,,64.39,36.83,55.97,58.79,51.08,53.15,74.11,51.18,60.64,53.04,58.22,47.76,68.46
1046,2024-01-25 18:14:45.895298433,Microsoft Teams,Productivity,32.26,4,5,True,,,,46.58,44.42,61.13,43.85,37.21,34.6,46.07,38.53,43.31,40.26,49.77,33.54,45.25
1066,2024-01-25 18:58:27.569189730,Google Docs,Productivity,10.72,0,7,True,,,,43.27,64.3,68.73,45.47,45.68,42.85,57.47,44.78,55.73,70.84,51.18,58.11,51.21
1019,2024-01-25 19:42:09.243081027,Microsoft Teams,Productivity,13.06,3,3,True,,,,53.82,45.77,42.21,70.37,57.08,59.14,43.96,38.72,21.34,50.93,48.02,57.25,65.34
1067,2024-01-25 20:25:50.916972324,TikTok,Entertainment,9.7,2,5,False,,,,28.61,26.95,53.69,29.56,51.13,56.18,26.05,59.33,62.35,64.04,55.83,49.17,44.27
1097,2024-01-25 21:09:32.590863621,Instagram,Social,35.8,0,9,False,,,,49.27,49.45,49.91,43.53,57.27,58.77,44.12,51.26,54.11,38.78,48.55,51.28,51.42
1010,2024-01-25 21:53:14.264754918,Spotify,Entertainment,4.0,4,5,False,,,,52.31,33.87,41.1,43.55,65.9,42.86,45.49,51.53,54.52,58.66,55.49,54.14,44.52
1003,2024-01-25 22:36:55.938646215,Twitch,Entertainment,1.04,1,7,False,,,,55.29,50.51,50.5,56.9,49.34,34.29,57.18,41.61,57.1,57.06,52.87,47.66,41.73
1085,2024-01-25 23:20:37.612537512,Netflix,Entertainment,39.64,3,9,False,,,,51.8,53.33,44.71,53.44,50.03,37.25,57.53,35.42,56.27,52.48,36.75,47.2,39.26
1094,2024-01-26 00:04:19.286428809,Spotify,Entertainment,73.26,1,3,False,,,,39.85,61.13,46.85,29.07,59.73,58.25,55.51,55.98,51.89,55.14,44.56,63.45,51.42
1085,2024-01-26 00:48:00.960320106,Slack,Productivity,30.72,5,4,True,,,,48.6,38.51,55.87,52.97,31.77,46.94,55.61,35.05,42.81,52.42,56.3,63.26,47.19
1060,2024-01-26 01:31:42.634211403,TikTok,Entertainment,10.47,2,9,False,,,,34.07,65.85,57.39,35.74,49.43,47.96,51.23,57.17,53.66,47.84,49.45,40.43,57.07
1098,2024-01-26 02:15:24.308102701,Slack,Productivity,47.17,0,5,True,,,,57.2,51.55,43.78,54.98,62.49,52.53,50.28,60.13,57.75,47.98,55.52,49.58,54.55
1014,2024-01-26 02:59:05.981993998,Twitch,Entertainment,54.6,4,1,False,,,,52.15,51.1,49.37,52.93,57.26,42.49,34.41,48.17,63.94,53.06,46.96,39.87,36.87
1035,2024-01-26 03:42:47.655885295,Twitter,Social,0.89,2,5,False,,,,61.56,49.15,49.32,40.98,68.61,49.26,37.82,51.63,43.55,44.79,57.49,48.97,52.64
1081,2024-01-26 04:26:29.329776592,TikTok,Entertainment,2.9,2,6,False,,,,53.95,46.94,58.85,45.33,39.88,52.87,60.79,46.27,56.89,52.99,44.31,43.03,55.0
1019,2024-01-26 05:10:11.003667889,Microsoft Teams,Productivity,3.7,1,11,True,,,,42.64,45.61,52.73,49.33,41.37,58.88,52.77,48.59,41.31,56.12,35.38,37.21,52.88
1057,2024-01-26 05:53:52.677559186,Evernote,Productivity,89.75,2,3,True,,,,57.12,34.62,31.47,45.65,62.32,44.14,53.81,54.8,62.48,44.52,47.84,62.69,52.45
1093,2024-01-26 06:37:34.351450483,TikTok,Entertainment,27.01,2,5,False,,,,57.74,58.52,48.34,46.55,43.63,61.15,47.6,47.68,62.67,53.44,57.87,49.27,46.15
1004,2024-01-26 07:21:16.025341780,Instagram,Social,25.05,3,3,False,,,,38.45,37.67,47.16,59.85,52.18,42.41,47.89,43.57,53.17,56.06,45.26,46.52,59.62
1073,2024-01-26 08:04:57.699233077,Facebook,Social,0.51,4,8,False,,,,41.35,49.66,48.62,42.05,39.96,28.69,58.78,73.07,60.9,53.1,56.63,21.27,46.71
1018,2024-01-26 08:48:39.373124374,Slack,Productivity,15.16,4,2,True,,,,37.01,44.89,60.35,49.21,35.21,63.66,46.71,62.08,56.49,50.9,66.69,40.48,70.97
1006,2024-01-26 09:32:21.047015672,YouTube,Entertainment,3.7,1,6,False,315387.0,18874.0,3111.0,56.38,55.54,52.98,52.04,50.75,52.28,53.78,51.87,62.77,35.43,49.93,49.88,64.82
1085,2024-01-26 10:16:02.720906969,Notion,Productivity,48.61,4,4,True,,,,56.05,46.82,51.84,43.14,55.84,41.77,52.32,44.11,42.96,55.7,51.1,53.61,52.39
1010,2024-01-26 10:59:44.394798266,Spotify,Entertainment,5.39,2,7,False,,,,58.64,41.63,58.08,41.11,63.28,63.86,59.88,43.73,54.01,32.84,45.15,44.79,59.27
1009,2024-01-26 11:43:26.068689563,Twitter,Social,2.22,1,5,False,,,,56.93,46.11,51.28,48.44,68.24,44.77,39.0,57.21,34.61,48.98,71.73,55.86,48.08
1092,2024-01-26 12:27:07.742580860,Twitch,Entertainment,36.22,0,6,False,,,,46.24,57.72,36.48,47.48,53.06,60.7,43.82,44.8,53.83,40.35,42.1,65.71,47.05
1060,2024-01-26 13:10:49.416472157,Netflix,Entertainment,22.42,1,3,False,,,,40.72,43.32,52.15,34.77,47.01,50.73,51.36,52.63,32.76,41.94,59.73,49.56,50.17
1080,2024-01-26 13:54:31.090363454,Facebook,Social,25.13,1,2,False,,,,44.89,49.85,46.25,62.08,43.59,39.14,48.18,43.25,42.7,47.74,55.19,52.94,48.27
1089,2024-01-26 14:38:12.764254751,Chrome,Utilities,12.48,2,3,False,,,,58.94,57.0,51.87,40.03,46.42,56.12,38.54,44.73,48.12,39.51,62.88,44.33,40.59
